host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,name_length,description_length,host_about_length,bathroom,bathroom_type,host_verifications_count,amenities_count,days_joined
within a few hours,100,100,FALSE,8,8,TRUE,Kallang,Central Region,1.31617,103.85805,hostel,Hotel room,4,1,30,33,1,1125,1,1,1125,1125,1,1125,30,60,90,365,84,2,0,84,9,8,9,9,9,8,FALSE,8,0,0,0,2.5,31,855,NA,4,Other,2,13,1001
within a few hours,100,100,FALSE,8,8,TRUE,Kallang,Central Region,1.31544,103.85984,hostel,Hotel room,2,1,30,33,1,1125,1,1,1125,1125,1,1125,30,60,90,365,25,0,0,78,9,7,9,9,9,9,FALSE,8,0,0,0,0.76,30,855,NA,4,Other,2,13,1001
within a few hours,100,100,FALSE,8,8,TRUE,Kallang,Central Region,1.31529,103.85942,hostel,Hotel room,2,1,30,33,1,1125,1,1,1125,1125,1,1125,30,60,90,365,21,1,0,82,9,8,9,9,9,9,FALSE,8,0,0,0,0.62,28,855,NA,4,Other,2,13,1001
within an hour,100,83,FALSE,10,10,TRUE,Outram,Central Region,1.28498,103.8449,hostel,Hotel room,1,1,1,28,1,1125,1,2,365,365,1,365,0,0,0,1,7,0,0,71,7,7,9,9,10,8,TRUE,10,0,0,1,0.23,36,1000,670,2,Other,5,13,1921
within an hour,100,83,FALSE,10,10,TRUE,Outram,Central Region,1.28293,103.84645,hostel,Shared room,1,1,1,33,1,1125,1,2,365,365,1,365,0,0,0,0,38,0,0,84,9,8,9,9,10,9,TRUE,10,0,0,1,1.18,21,1000,670,2,Shared,5,13,1921
within a few hours,100,100,FALSE,8,8,TRUE,Kallang,Central Region,1.31567,103.85877,hostel,Hotel room,6,1,30,33,1,1125,1,1,1125,1125,1,1125,30,60,90,365,72,2,0,85,9,8,10,9,9,9,FALSE,8,0,0,0,2.14,50,855,NA,4,Other,2,12,1001
within a few hours,100,100,FALSE,8,8,TRUE,Kallang,Central Region,1.31533,103.85773,hostel,Hotel room,4,1,30,33,1,1125,1,1,1125,1125,1,1125,30,60,90,365,10,0,0,82,9,8,9,8,9,8,FALSE,8,0,0,0,0.3,43,855,NA,4,Other,2,13,1001
within a few hours,100,92,FALSE,7,7,TRUE,Geylang,Central Region,1.31558,103.90076,house,Private room,2,1,1,45,6,150,6,6,150,150,6,150,0,15,28,272,75,4,0,90,10,9,10,10,9,9,FALSE,5,0,5,0,2.24,46,999,197,1,Private,6,18,990
within a few hours,100,92,FALSE,7,7,TRUE,Geylang,Central Region,1.31637,103.89989,house,Private room,2,1,2,42,6,150,6,6,150,150,6,150,0,13,43,253,82,9,0,89,9,9,10,10,9,9,FALSE,5,0,5,0,2.48,41,1000,197,2,Shared,6,15,990
within an hour,100,98,FALSE,127,127,TRUE,Geylang,Central Region,1.3147,103.88163,apartment,Private room,1,1,1,28,18,1124,18,18,1125,1125,18,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,136,2,134,0,NA,39,1000,70,3,Shared,5,26,3149
within a few hours,100,92,FALSE,7,7,TRUE,Geylang,Central Region,1.31534,103.89967,house,Private room,2,1,2,42,6,96,6,6,96,96,6,96,0,0,0,26,88,5,0,89,9,9,10,10,9,9,FALSE,5,0,5,0,2.62,41,1000,197,2,Shared,6,13,990
N/A,NA,33,FALSE,1,1,TRUE,Bukit Timah,Central Region,1.32561,103.81144,apartment,Private room,1,1,1,50,2,1125,2,2,1125,1125,2,1125,27,57,87,87,1,0,0,100,10,10,10,10,10,10,TRUE,1,0,1,0,0.03,35,430,NA,1,Shared,6,18,2636
N/A,NA,NA,FALSE,1,1,FALSE,Downtown Core,Central Region,1.30052,103.85852,condominium,Entire home/apt,2,1,1,180,90,1125,90,90,1125,1125,90,1125,28,58,88,178,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,1,1,0,0,NA,14,487,101,1,Other,2,14,984
within an hour,100,88,FALSE,1,1,FALSE,Rochor,Central Region,1.30526,103.85277,hotel,Hotel room,2,1,1,140,1,1125,1,1,28,28,1,28,30,60,90,155,2,0,0,90,10,10,10,10,10,10,TRUE,2,0,1,0,0.08,30,1000,NA,1.5,Other,2,9,1103
within a few hours,100,98,FALSE,75,75,TRUE,Outram,Central Region,1.28366,103.84288,apartment,Private room,1,1,1,33,18,1125,13,18,1125,1125,17.9,1125,6,16,46,321,1,0,0,100,10,10,10,10,10,10,FALSE,108,2,106,0,0.04,46,1000,84,1,Private,7,29,2660
within an hour,100,75,FALSE,239,239,TRUE,Clementi,West Region,1.30977,103.76331,apartment,Entire home/apt,8,4,4,380,6,1125,6,6,1125,1125,6,1125,29,59,89,364,1,1,0,80,8,10,10,8,8,6,FALSE,149,129,19,1,0.63,38,1000,645,2,Other,8,30,1276
within an hour,100,98,FALSE,127,127,TRUE,Outram,Central Region,1.28529,103.84374,apartment,Private room,1,1,1,52,18,1124,18,18,1125,1125,18,1125,25,55,85,360,1,1,0,60,8,8,10,10,10,8,FALSE,136,2,134,0,0.15,45,1000,70,1,Private,5,29,3149
within a few hours,100,98,FALSE,75,75,TRUE,Outram,Central Region,1.284,103.84208,apartment,Private room,1,1,1,58,18,1124,18,18,1125,1125,18,1125,25,55,85,360,2,1,0,70,6,6,8,9,10,7,FALSE,108,2,106,0,0.06,36,1000,84,1,Private,7,29,2660
within an hour,95,100,FALSE,68,68,TRUE,Outram,Central Region,1.28314,103.84208,apartment,Private room,1,1,1,69,18,1124,18,18,1125,1125,18,1125,25,55,85,360,1,0,0,100,10,10,10,10,10,10,TRUE,79,1,78,0,0.03,47,1000,84,1,Private,5,29,1550
within a few hours,100,89,FALSE,40,40,TRUE,Outram,Central Region,1.27703,103.84374,serviced apartment,Entire home/apt,2,1,1,71,90,1125,90,90,1125,1125,90,1125,29,59,89,316,36,0,0,84,9,9,10,10,10,8,FALSE,38,35,1,0,1.18,30,999,1067,1,Other,5,24,2250
within a few hours,95,100,TRUE,1,1,TRUE,Outram,Central Region,1.2831,103.83618,apartment,Entire home/apt,2,NA,1,99,2,1125,2,2,1125,1125,2,1125,10,40,61,336,170,44,3,94,10,10,10,10,10,10,TRUE,1,1,0,0,5.14,47,999,NA,1,Other,5,26,981
within an hour,100,100,FALSE,3,3,TRUE,River Valley,Central Region,1.2973,103.84208,serviced apartment,Entire home/apt,4,2,2,256,6,1125,6,7,1125,1125,6.9,1125,1,1,1,1,21,2,1,94,9,9,10,9,9,9,TRUE,4,4,0,0,0.67,48,998,128,2,Other,4,31,2741
within a few hours,94,100,FALSE,1,1,TRUE,Bukit Merah,Central Region,1.28304,103.83587,condominium,Entire home/apt,2,NA,2,90,2,1125,2,2,1125,1125,2,1125,25,55,68,335,125,26,1,92,9,9,10,10,9,9,FALSE,1,1,0,0,3.89,43,999,NA,1.5,Other,6,23,981
within a few hours,90,100,FALSE,20,20,TRUE,River Valley,Central Region,1.29728,103.8366,serviced apartment,Hotel room,2,1,1,139,6,1125,6,6,1125,1125,6,1125,30,60,90,339,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,17,2,1,0,NA,47,1000,113,1,Other,6,24,1450
within a few hours,90,94,FALSE,14,14,TRUE,Outram,Central Region,1.28306,103.84563,apartment,Entire home/apt,4,1,2,161,6,1125,6,6,1125,1125,6,1125,8,38,68,72,28,4,1,89,9,10,10,10,10,9,FALSE,18,12,0,0,0.87,46,687,464,1,Other,3,16,1698
within a few hours,90,94,FALSE,14,14,TRUE,Outram,Central Region,1.28339,103.84554,apartment,Entire home/apt,4,1,2,116,6,1125,6,6,1125,1125,6,1125,24,54,84,88,7,1,1,63,7,9,9,8,8,7,FALSE,18,12,0,0,0.22,47,682,464,1,Other,3,14,1698
within a few hours,90,94,FALSE,14,14,TRUE,Outram,Central Region,1.28191,103.84516,apartment,Entire home/apt,4,1,1,164,6,1125,6,6,1125,1125,6,1125,3,31,61,65,46,6,0,95,10,9,10,9,10,9,FALSE,18,12,0,0,1.41,35,1000,464,1,Other,3,19,1698
within an hour,100,100,FALSE,23,23,TRUE,Rochor,Central Region,1.29876,103.84969,apartment,Private room,1,1,1,50,90,365,90,90,365,365,90,365,27,57,87,177,4,0,0,70,8,8,9,8,10,8,FALSE,19,1,18,0,0.14,46,108,567,2,Shared,5,13,2541
within a few hours,92,100,TRUE,1,1,TRUE,Outram,Central Region,1.28447,103.83612,apartment,Private room,2,1,2,69,2,1125,2,2,1125,1125,2,1125,22,52,82,357,127,20,1,92,10,9,10,10,9,9,TRUE,1,0,1,0,3.86,39,999,NA,1,Private,6,18,979
within an hour,100,97,FALSE,15,15,TRUE,Geylang,Central Region,1.31129,103.88709,apartment,Private room,3,1,1,65,2,1125,2,2,1125,1125,2,1125,22,24,25,25,66,7,0,88,9,8,10,10,10,9,FALSE,8,1,7,0,2.16,39,491,762,1,Private,10,18,2062
a few days or more,25,0,FALSE,1,1,TRUE,Serangoon,North-East Region,1.35173,103.86312,condominium,Private room,2,1,2,79,4,90,4,4,90,90,4,90,0,0,0,27,20,0,0,97,10,10,10,10,10,10,FALSE,1,0,1,0,0.69,34,843,64,1,Private,7,37,1205
within an hour,100,25,FALSE,17,17,TRUE,Newton,Central Region,1.30522,103.83839,apartment,Private room,1,1,1,61,15,1125,15,15,1125,1125,15,1125,30,60,90,365,2,0,0,100,10,10,10,10,10,8,FALSE,17,1,16,0,0.06,47,1000,946,4,Shared,7,15,2199
within an hour,100,67,FALSE,61,61,TRUE,Rochor,Central Region,1.29795,103.85341,hotel,Private room,2,1,1,55,1,1125,1,4,1125,1125,1.3,1125,30,60,90,365,6,0,0,80,9,9,10,10,10,9,FALSE,60,1,47,0,0.19,35,1000,NA,1,Private,7,15,1466
within an hour,100,67,FALSE,61,61,TRUE,Downtown Core,Central Region,1.29672,103.85279,hotel,Private room,2,1,1,55,1,1125,1,4,1125,1125,1.3,1125,30,60,90,365,22,3,2,83,8,8,9,9,10,8,FALSE,60,1,47,0,0.66,31,1000,NA,1,Private,7,14,1466
within an hour,100,67,FALSE,61,61,TRUE,Rochor,Central Region,1.29802,103.85138,hotel,Private room,2,1,1,55,1,1125,1,4,1125,1125,1.3,1125,30,60,90,365,4,1,0,85,9,9,9,9,9,9,FALSE,60,1,47,0,0.13,42,1000,NA,1,Private,7,18,1466
within an hour,100,67,FALSE,61,61,TRUE,Rochor,Central Region,1.29762,103.85186,hotel,Private room,2,1,1,55,1,1125,1,4,1125,1125,1.3,1125,30,60,90,365,3,1,0,87,10,8,9,7,9,9,FALSE,60,1,47,0,0.12,38,1000,NA,1,Private,7,18,1466
within an hour,100,67,FALSE,61,61,TRUE,Rochor,Central Region,1.298,103.85157,hotel,Private room,2,1,1,55,1,1125,1,4,1125,1125,1.3,1125,30,60,90,365,2,0,0,80,9,8,10,10,10,9,FALSE,60,1,47,0,0.12,25,1000,NA,1,Private,7,17,1466
within an hour,100,67,FALSE,61,61,TRUE,Downtown Core,Central Region,1.29686,103.8529,hotel,Private room,2,1,1,55,1,1125,1,4,1125,1125,1.3,1125,0,0,0,0,8,1,0,78,8,8,10,8,10,7,FALSE,60,1,47,0,0.28,41,1000,NA,1,Private,7,18,1466
within an hour,100,67,FALSE,61,61,TRUE,Downtown Core,Central Region,1.29746,103.8533,hotel,Hotel room,2,1,2,45,2,30,2,4,30,30,2.2,30,29,59,89,364,47,0,0,86,9,9,10,9,10,9,FALSE,60,1,47,0,1.63,37,1000,NA,1,Other,7,14,1466
within an hour,100,67,FALSE,61,61,TRUE,Downtown Core,Central Region,1.29611,103.85279,hotel,Private room,2,1,2,45,2,30,2,4,30,30,2.2,30,30,60,90,365,7,0,0,91,9,9,9,9,10,9,FALSE,60,1,47,0,0.22,33,1000,NA,1,Private,7,17,1466
within an hour,100,67,FALSE,61,61,TRUE,Rochor,Central Region,1.2983,103.85181,hotel,Private room,2,1,2,45,1,1125,1,4,1125,1125,1.3,1125,30,60,90,365,2,1,0,90,9,9,9,9,9,9,FALSE,60,1,47,0,0.15,44,1000,NA,1,Private,7,17,1466
within an hour,100,67,FALSE,61,61,TRUE,Downtown Core,Central Region,1.29657,103.85301,hotel,Private room,2,1,2,45,1,1125,1,4,1125,1125,1.3,1125,30,60,90,365,1,0,0,60,6,6,10,10,10,6,FALSE,60,1,47,0,0.07,40,1000,NA,1,Private,7,16,1466
within an hour,100,67,FALSE,61,61,TRUE,Museum,Central Region,1.29624,103.85199,hotel,Private room,2,1,2,45,1,1125,1,4,1125,1125,1.3,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,60,1,47,0,NA,27,1000,NA,1,Private,7,16,1466
N/A,NA,NA,FALSE,4,4,FALSE,Singapore River,Central Region,1.28709,103.84945,hostel,Shared room,2,1,2,140,1,1125,1,1,1125,1125,1,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,3,0,0,3,NA,30,888,285,3,Shared,3,11,2418
within a few hours,100,89,FALSE,40,40,TRUE,Downtown Core,Central Region,1.2805,103.84511,serviced apartment,Entire home/apt,2,NA,1,80,90,1125,90,90,1125,1125,90,1125,30,60,90,317,6,0,0,97,10,10,9,10,10,10,FALSE,38,35,1,0,0.21,36,999,1067,1,Other,5,24,2250
N/A,NA,NA,FALSE,1,1,TRUE,River Valley,Central Region,1.29469,103.838,condominium,Entire home/apt,2,1,1,125,90,1125,90,90,1125,1125,90,1125,23,53,83,358,1,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,1,1,0,0,0.04,37,548,NA,1,Other,6,18,1773
within an hour,100,98,FALSE,127,127,TRUE,Kallang,Central Region,1.31091,103.86028,apartment,Private room,1,1,1,25,18,1124,18,18,1125,1125,18,1125,1,1,1,1,1,0,0,60,6,6,6,8,6,6,FALSE,136,2,134,0,0.04,35,1000,70,3,Shared,5,28,3149
within an hour,100,98,FALSE,127,127,TRUE,Kallang,Central Region,1.3106,103.86266,apartment,Private room,1,1,1,26,18,1125,18,18,1125,1125,18,1125,29,59,89,364,1,0,0,100,10,8,10,10,10,8,FALSE,136,2,134,0,0.03,38,1000,70,3,Shared,5,27,3149
N/A,NA,NA,FALSE,4,4,FALSE,Singapore River,Central Region,1.28852,103.84865,hostel,Shared room,4,1,4,280,1,1125,1,1,1125,1125,1,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,3,0,0,3,NA,30,888,285,3,Shared,3,10,2418
N/A,NA,NA,FALSE,4,4,FALSE,Singapore River,Central Region,1.28802,103.8492,hostel,Shared room,1,1,1,63,1,1125,1,1,1125,1125,1,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,3,0,0,3,NA,27,888,285,3,Shared,3,10,2418
N/A,NA,NA,FALSE,2,2,TRUE,Ang Mo Kio,North-East Region,1.3739,103.8271,townhouse,Private room,3,1,2,55,7,180,7,7,180,180,7,180,0,28,58,58,2,0,0,100,9,9,10,10,10,9,TRUE,2,0,2,0,0.12,39,940,NA,1.5,Shared,7,34,1704
N/A,NA,NA,FALSE,2,2,TRUE,Ang Mo Kio,North-East Region,1.3707,103.84236,house,Private room,1,1,0,18,180,1125,180,180,1125,1125,180,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA,43,786,56,1,Shared,10,13,2261
a few days or more,0,NA,FALSE,0,0,FALSE,Ang Mo Kio,North-East Region,1.37003,103.84241,house,Private room,1,1,1,13,180,540,180,180,540,540,180,540,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA,2,254,NA,1,Shared,2,13,973
within a day,67,89,FALSE,26,26,TRUE,Queenstown,Central Region,1.2816,103.78607,boutique hotel,Hotel room,2,1,1,91,14,999,14,14,999,999,14,999,30,60,90,365,14,0,0,85,9,9,9,9,9,9,FALSE,26,0,20,0,0.43,50,998,228,1,Other,6,24,2355
within a few hours,90,98,FALSE,3,3,TRUE,Bedok,East Region,1.31357,103.92018,house,Private room,3,NA,2,55,28,1125,28,28,1125,1125,28,1125,1,29,59,149,51,9,0,85,9,8,9,9,9,9,FALSE,1,0,1,0,1.54,50,999,13,1,Private,6,16,1828
within a few hours,100,89,FALSE,40,40,TRUE,Downtown Core,Central Region,1.29733,103.85431,serviced apartment,Entire home/apt,4,1,2,98,90,1125,90,90,1125,1125,90,1125,30,60,90,365,6,2,0,97,10,9,10,10,10,10,FALSE,38,35,1,0,0.39,35,998,1067,2,Other,5,25,2250
within a few hours,90,94,FALSE,14,14,TRUE,Outram,Central Region,1.28169,103.8449,apartment,Entire home/apt,6,2,2,184,6,1125,6,6,1125,1125,6,1125,0,29,59,63,35,0,0,88,10,9,10,9,10,9,FALSE,18,12,0,0,1.1,43,1000,464,2,Other,3,17,1698
within an hour,95,100,FALSE,68,68,TRUE,Outram,Central Region,1.2842,103.84255,apartment,Private room,1,1,1,22,18,1124,18,18,1125,1125,18,1125,19,49,79,354,2,0,0,100,10,10,10,10,10,10,TRUE,79,1,78,0,0.1,40,998,84,2,Shared,5,24,1550
within a few hours,100,98,FALSE,75,75,TRUE,Kallang,Central Region,1.31009,103.86182,apartment,Private room,1,1,1,30,18,1125,18,18,1125,1125,18,1125,18,48,78,353,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,108,2,106,0,NA,43,1000,84,2,Shared,7,27,2660
within an hour,100,98,FALSE,127,127,TRUE,Kallang,Central Region,1.31076,103.86198,apartment,Private room,1,1,1,23,18,1124,18,18,1125,1125,18,1125,26,56,86,361,5,3,0,84,9,8,10,10,9,9,FALSE,136,2,134,0,0.26,35,1000,70,3,Shared,5,28,3149
a few days or more,0,94,FALSE,38,38,TRUE,Geylang,Central Region,1.31043,103.88128,apartment,Private room,2,1,1,64,1,365,1,1,365,365,1,365,0,0,0,0,37,3,0,91,9,9,10,10,9,9,TRUE,27,0,27,0,1.13,27,235,NA,1,Private,7,23,2312
within an hour,100,96,TRUE,266,266,TRUE,Bukit Merah,Central Region,1.29192,103.81693,apartment,Entire home/apt,2,1,1,204,30,1125,30,30,1125,1125,30,1125,19,49,79,83,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,123,123,0,0,NA,47,885,589,1,Other,5,23,1728
within an hour,100,82,TRUE,6,6,TRUE,Downtown Core,Central Region,1.27601,103.84763,serviced apartment,Hotel room,4,2,3,586,365,365,1,1,365,365,1,365,0,0,0,0,6,1,0,90,10,10,10,10,10,9,TRUE,6,2,1,0,0.2,28,931,473,2,Other,4,30,1023
within an hour,95,100,FALSE,68,68,TRUE,Outram,Central Region,1.2842,103.84255,apartment,Private room,1,1,1,69,90,1125,90,90,1125,1125,90,1125,21,51,81,356,1,0,0,100,10,10,10,10,10,10,TRUE,79,1,78,0,0.03,21,993,84,1,Private,5,27,1550
a few days or more,0,94,FALSE,38,38,TRUE,Geylang,Central Region,1.31147,103.88298,apartment,Private room,2,1,1,64,1,365,1,1,365,365,1,365,0,0,0,0,20,2,0,91,9,9,9,9,9,9,TRUE,27,0,27,0,0.61,25,235,NA,1,Private,7,22,2312
within an hour,100,NA,FALSE,2,2,FALSE,Queenstown,Central Region,1.30143,103.79687,apartment,Private room,1,1,1,50,181,1125,181,181,1125,1125,181,1125,0,23,53,88,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,2,0,2,0,NA,31,529,NA,1,Shared,4,13,2175
within a few hours,100,100,FALSE,1,1,TRUE,Bukit Merah,Central Region,1.28311,103.83407,apartment,Private room,2,1,1,60,2,1125,2,2,1125,1125,2,1125,19,49,79,354,111,21,0,92,10,10,10,10,10,9,TRUE,1,0,1,0,3.41,44,999,NA,1.5,Shared,7,17,967
within a few hours,100,100,FALSE,1,1,TRUE,Bukit Merah,Central Region,1.2835,103.8351,apartment,Entire home/apt,2,1,1,90,2,1125,2,2,1125,1125,2,1125,3,28,58,306,108,18,2,94,10,9,10,10,10,9,TRUE,1,1,0,0,3.3,44,999,NA,1,Other,6,23,973
within an hour,100,98,FALSE,127,127,TRUE,Outram,Central Region,1.28342,103.84354,apartment,Private room,1,1,1,38,18,1124,18,18,1125,1125,18,1125,25,55,85,360,4,0,0,90,10,8,10,10,10,10,FALSE,136,2,134,0,0.13,48,999,70,1,Private,5,28,3149
within a day,67,89,FALSE,26,26,TRUE,Queenstown,Central Region,1.27988,103.78711,aparthotel,Private room,2,1,1,102,14,999,14,14,999,999,14,999,30,60,90,365,14,1,0,82,8,9,8,8,8,9,FALSE,26,0,20,0,0.45,47,1000,228,1,Private,6,24,2355
within a few hours,90,94,FALSE,14,14,TRUE,Outram,Central Region,1.28355,103.84659,serviced apartment,Entire home/apt,6,2,2,159,6,300,6,6,300,300,6,300,24,54,84,88,7,2,0,87,9,10,10,9,10,9,FALSE,18,12,0,0,0.22,45,1000,464,2,Other,3,13,1698
within an hour,100,98,FALSE,127,127,TRUE,Kallang,Central Region,1.31066,103.86065,apartment,Private room,1,1,1,42,18,1125,18,18,1125,1125,18,1125,29,59,89,364,2,0,0,100,10,10,10,10,10,8,FALSE,136,2,134,0,0.07,40,1000,70,3,Shared,5,28,3149
a few days or more,40,0,FALSE,46,46,FALSE,Downtown Core,Central Region,1.28198,103.8524,condominium,Entire home/apt,1,NA,1,100,60,270,60,60,270,270,60,270,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,45,17,28,0,NA,50,502,773,1,Other,5,21,2067
within an hour,100,70,FALSE,10,10,TRUE,Geylang,Central Region,1.31324,103.88199,townhouse,Private room,3,1,1,48,4,1125,4,4,1125,1125,4,1125,26,56,86,361,44,4,0,94,9,9,10,10,8,9,FALSE,10,0,10,0,1.36,50,1000,NA,4,Shared,7,20,1122
within an hour,100,97,TRUE,28,28,TRUE,Bedok,East Region,1.3171,103.91376,house,Private room,1,1,1,90,7,1125,7,7,1125,1125,7,1125,0,0,0,178,1,0,0,80,10,10,10,10,8,10,FALSE,28,0,28,0,0.03,47,1000,394,1,Shared,3,15,1717
within an hour,100,97,TRUE,28,28,TRUE,Bedok,East Region,1.3182,103.9135,house,Private room,3,1,1,100,7,1125,7,7,1125,1125,7,1125,28,58,88,363,5,1,0,96,10,10,10,10,10,9,FALSE,28,0,28,0,0.16,47,1000,394,1,Private,3,17,1717
within an hour,100,97,TRUE,28,28,TRUE,Bedok,East Region,1.3169,103.91252,house,Private room,3,NA,1,100,7,1125,7,7,1125,1125,7,1125,20,50,80,355,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,28,0,28,0,NA,47,1000,394,1,Private,3,16,1717
within an hour,100,97,TRUE,28,28,TRUE,Bedok,East Region,1.31845,103.91237,townhouse,Private room,3,1,1,100,7,1125,7,7,1125,1125,7,1125,2,32,62,337,3,3,0,93,10,9,10,10,10,9,FALSE,28,0,28,0,0.36,47,1000,394,1,Private,3,16,1717
within an hour,100,98,FALSE,127,127,TRUE,Kallang,Central Region,1.30967,103.86236,apartment,Private room,1,1,1,28,18,1125,18,18,1125,1125,18,1125,29,59,89,364,4,2,0,95,10,9,10,10,10,9,FALSE,136,2,134,0,0.14,38,1000,70,3,Shared,5,28,3149
a few days or more,0,94,FALSE,38,38,TRUE,Geylang,Central Region,1.31031,103.88157,apartment,Private room,2,1,1,64,1,365,1,1,365,365,1,365,0,0,0,0,45,0,0,84,9,8,9,9,9,8,TRUE,27,0,27,0,1.4,35,235,NA,1,Private,7,22,2312
within a few hours,90,94,FALSE,14,14,TRUE,Outram,Central Region,1.28367,103.84651,serviced apartment,Entire home/apt,4,1,2,122,6,300,6,6,300,300,6,300,8,28,58,62,15,1,0,89,9,9,10,9,9,8,FALSE,18,12,0,0,0.47,13,589,464,1,Other,3,12,1698
a few days or more,20,21,FALSE,1,1,FALSE,Newton,Central Region,1.30386,103.8424,condominium,Entire home/apt,2,1,1,90,5,1125,5,5,1125,1125,5,1125,0,0,12,103,13,2,0,98,10,10,10,9,10,10,FALSE,1,1,0,0,0.41,50,837,NA,1,Other,3,32,2324
a few days or more,0,NA,FALSE,1,1,TRUE,Jurong West,West Region,1.35256,103.71538,house,Private room,2,1,1,150,2,1125,2,2,1125,1125,2,1125,29,59,89,364,4,0,0,80,9,8,10,10,9,9,TRUE,1,0,1,0,0.13,33,311,NA,3,Shared,7,15,1473
a few days or more,40,0,FALSE,46,46,FALSE,Downtown Core,Central Region,1.2807,103.85309,condominium,Private room,1,1,1,65,60,360,60,60,360,360,60,360,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,45,17,28,0,NA,37,476,773,1,Shared,5,21,2067
a few days or more,0,23,FALSE,1,1,TRUE,Geylang,Central Region,1.3117,103.88352,apartment,Private room,2,1,1,99,28,1124,28,28,1124,1124,28,1124,27,57,87,87,2,0,0,100,10,10,10,9,10,8,FALSE,1,0,1,0,0.09,40,1000,378,1,Private,8,31,1242
a few days or more,0,0,FALSE,3,3,FALSE,Tampines,East Region,1.34896,103.92735,condominium,Entire home/apt,4,2,2,115,90,365,90,90,365,365,90,365,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,1,1,0,0,NA,44,425,NA,2,Other,2,15,3545
within a few hours,100,98,FALSE,75,75,TRUE,Outram,Central Region,1.28417,103.84224,apartment,Private room,1,1,1,69,90,1124,90,90,1125,1125,90,1125,21,51,81,356,1,0,0,100,10,10,10,10,10,10,FALSE,108,2,106,0,0.03,50,1000,84,1,Private,7,30,2660
a few days or more,40,0,FALSE,46,46,FALSE,Downtown Core,Central Region,1.28143,103.85207,condominium,Entire home/apt,1,1,1,132,40,365,40,40,365,365,40,365,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,45,17,28,0,NA,50,529,773,1,Other,5,18,2067
N/A,NA,NA,FALSE,1,1,FALSE,Kallang,Central Region,1.32165,103.85964,apartment,Private room,1,1,1,30,181,1125,181,181,1125,1125,181,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,2,0,2,0,NA,46,490,44,1,Shared,2,9,1004
N/A,NA,NA,FALSE,1,1,FALSE,Sengkang,North-East Region,1.37984,103.89745,condominium,Private room,1,1,1,65,3,1125,3,3,1125,1125,3,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA,44,750,NA,1,Private,2,16,1008
within a few hours,100,50,FALSE,1,1,TRUE,Rochor,Central Region,1.30271,103.85159,condominium,Private room,2,1,2,43,30,1125,30,30,1125,1125,30,1125,0,0,0,0,5,0,0,85,10,8,9,10,10,8,FALSE,3,0,3,0,0.16,44,984,NA,1,Shared,8,19,1190
within a day,67,89,FALSE,26,26,TRUE,Queenstown,Central Region,1.27967,103.78538,guesthouse,Private room,1,1,1,58,14,999,14,14,999,999,14,999,30,60,90,365,4,0,0,85,9,9,9,9,9,9,FALSE,26,0,20,0,0.13,46,1000,228,1,Shared,6,16,2355
